Table
RDS KEY ,LICENSE NAME ,SIREET ,CITY ,ST ,MISC FA MFG
43808216 ,NEXT LEVEL ARMAMENT LLC ,6778 18TH AVE ,JENISON ,MI ,115
43807721 ,PERFORMANCE MACHINING INC ,919 MICHIGAN STREET ,NILES ,MI ,20
43800250 ,PIERCE ENGINEERING LTD ,5122 N GRAND RIVER ,LANSING ,MI ,384
43808716 ,RIFENBARK ARMORY LLC ,745 E NEWBERG RD ,PINCONNING ,MI ,4
43806122 ,SAGE CONTROL ORDNANCE INC ,3445 KINGS CORNER RD ,GREENBUSH ,MI ,836
43807825 ,SHERWOOD ARMORY LLC ,71 WEST SHERWOOD ROAD ,0KEMOS ,MI ,355
43806956 ,TURNER'S TACTICAL ARMS & GUNSMITHING LLC ,1230 SOUTH RANGE RD ,ST CLAIR ,MI ,5
34104185 ,ALEXANDRIA PRO FAB CO INC ,8210 STATE HWY 29 NORTH ,ALEXANDRIA ,MN ,3450
34102861 ,COONAN INC ,4501 103RD CT NE # 120 ,BLAINE ,MN ,266
34101144 ,"FLITSCH, RONALD EUGENE ",12156 COUNTY RD 31 NW ,PINE ISLAND ,MN ,3
34104167 ,ISLAND TOOL & DIE INC ,292 3RD STREET NE ,PINE ISLAND ,MN ,2
34103846 ,JAKL MACHINE LLC ,212 3RD ST W ,JASPER ,MN ,351
34101861 ,NODAK SPUD LLC ,7683 WASHINGTON AVE S ,EDINA ,MN ,2923
34101717 ,NORDIC COMPONENTS INC ,79 EAST 8TH STREET ,WACONIA ,MN ,10
34104344 ,NORTHERN RIFLEMAN LLC ,6043 HUDSON RD STE 140H ,WOODBURY ,MN ,3
34104145 ,PA ENTERPRISES ,3152 COUNTRY DR ,LITTLE CANADA ,MN ,27
34103409 ,"RICHARDS, JUSTIN; HEINTZEMAN, GREGORY ",3041 US HWY 59 ,MARSHALL ,MN ,4
34104159 ,SOTA ARMS INC ,39719 GRAND AVE ,NORTH BRANCH ,MN ,1329
34103595 ,THE RANGE TOOL COMPANY LLC ,202 NORTH BROADWAY ,GILBERT ,MN ,223
34103286 ,WSI INDUSTRIES INC ,213 CHELSEA RD ,MONTICELLO ,MN ,25
54301691 ,ARNOLD DEFENSE AND ELECTRONICS LLC ,3000 ARNOLD TENBROOK RD ,ARNOLD ,MO ,28
54311739 ,BLACK DAWN MANUFACTURING & COATING LLC ,1511 N OHIO AVE ,SEDALIA ,MO ,11
54306127 ,BLACK RAIN ORDNANCE INC ,11685 GATEWAY DR ,NEOSHO ,MO ,350
54310645 ,BRICE BREEDEN ENTERPRISES LLC ,330 EVERGREEN DR ,SULLIVAN ,MO ,20
54307126 ,CHEROKEE FIREARMS LLC ,1544 N NATIONAL ,SPRINGFIELD ,MO ,57
54301610 ,CMMG INC ,2301 BOONSLICK DR ,BOONVILLE ,MO ,3289
54311877 ,DIY RIFLE LLC ,152 ENTERPRISE DR #108 ,WENTZVILLE ,MO ,90
54312287 ,MODERN WEAPON SYSTEMS MANUFACTURING LLC ,1750 GRAVOIS ROAD ,HIGH RIDGE ,MO ,6
54306091 ,PRECISION MACHINED PARTS INC ,1214 N OSAGE BLVD ,NEVADA ,MO ,26
54340380 ,THE CUTTING EDGE PRECISION MACHINING SERVICES INC ,1150 PROGRESS ST ,MOUNT VERNON ,MO ,446
16404072 ,COTTON BRANCH CUSTOM FIREARMS LLC ,915 ALLEN RD ,SMITHDALE ,MS ,1
16403899 ,TGC OUTDOORS LLC ,662 HWY 7 NORTH ,ABBEVILLE ,MS ,400
98101194 ,BLACK GOLD CUSTOM ARMS INC ,312A ANDREA DRIVE ,BELGRADE ,MT ,8
98155388 ,C SHARPS ARMS CO INC ,100 CENTENNIAL DR ,BIG TIMBER ,MT ,18
98101132 ,COOPER FIREARMS OF MONTANA INC ,3662 US HWY 93 NORTH ,STEVENSVILLE ,MT ,42


