Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
60400170 ,SMI-MA INC ,130 GODDARD MEMORIAL DR ,WORCESTER ,MA ,4544
85234826 ,ARMSCORP USA INC ,4424 JOHN AVE ,BALTIMORE ,MD ,367
85201223 ,BRP CORP ,7594 COMMERCE LANE ,CLINTON ,MD ,53
85211500 ,,8725 BOLLMAN PLACE #1 ,SAVAGE ,MD ,216
60100118 ,,481 BANGOR RD ,DOVER FOXCROFT ,ME ,3
60134465 ,BUSHMASTER FIREARMS BFI/QUALITY PARTS CO ,999 ROOSEVELT TRAIL BLDG 3 ,WINDHAM ,ME ,41652
60100265 ,,65 EVERETT ROAD ,POLAND ,ME ,2
60100386 ,SOUTHERN MAINE INDUSTRIES CORP ,45 HUTCHERSON DR ,GORHAM ,ME ,4
43842898 ,,14236 BARNES RD ,BYRON ,MI ,1
34101337 ,ATEK MANUFACTURING LLC ,210 NE 10TH AVE ,BRAINERD ,MN ,5004
34135232 ,DEFENSE PROCUREMENT MFG SERVICES INC ,3312 12TH ST SE ,SAINT CLOUD ,MN ,11389
34137259 ,E ARTHUR BROWN CO INC ,4353 STATE HWY 27 E ,ALEX ,MN ,43
34136974 ,JP ENTERPRISES INC ,7605 128TH ST N BUILDING ,WHITE BEAR LAKE ,MN ,130
34101205 ,,2033 105TH AVE NE ,BLAINE ,MN ,2
34100669 ,,408 COUNTY ROAD 5 NW ,ISANTI ,MN ,2
34136939 ,,324 KNOPP VALLEY DR ,WINONA ,MN ,1
34136480 ,PINE TECHNICAL COLLEGE ,900 4TH ST SE ,PINE CITY ,MN ,1
34136507 ,,30835 ORIOLE AVE ,AITKIN ,MN ,1
34100800 ,VULCAN ARMS INC ,9487 INVER GROVE TR ,INVER GROVE HEIGHTS ,MN ,1115
54340380 ,,11150 PROGRESS ST ,MOUNT VERNON ,MO ,316
54340562 ,,43825 MULDROW TRAIL ,PERRY ,MO ,106
54301660 ,KEMCO TOOL & MACHINE COMPANY ,3616 SCARLET OAK BOULEVARD ,SAINT LOUIS ,MO ,268
54302814 ,LONGSHOT RIFLES LLC ,30402 EAST 323RD ST ,GARDEN CITY ,MO ,12
54338894 ,,910 E BLUFF DR ,SPRINGFIELD ,MO ,8
98100053 ,AXTELL RIFLE CO INC ,353 MILL CREEK RD ,SHERIDAN ,MT ,3
98155388 ,C SHARPS ARMS CO INC ,100 CENTENNIAL DR ,BIG TIMBER ,MT ,314
98135432 ,COOPER FIREARMS OF MONTANA INC ,4004 HWY 93 N ,STEVENSVILLE ,MT ,2805
98100184 ,,459 PRINCETON PLACE ,BOZEMAN ,MT ,2
98100033 ,MONTANA RIFLE CO ,3172 HIGHWAY 35 ,KALISPELL ,MT ,1333
98133799 ,POWDER RIVER RIFLE CO INC ,201 CENTENNIAL DR ,BIG TIMBER ,MT ,672
98135405 ,,159 2ND AVE ,BIG SANDY ,MT ,2
98100414 ,SERENGETI RIFLES INC ,2860 FARM TO MARKET ,KALISPELL ,MT ,8
,,,,,


