Table
15410684 ,"ACCURACY X, INC ",733 MIDDLE VALLEY RD ,HARDY ,VA ,2 
15403245 ,ALEXANDER INDUSTRIES INC ,US ARMY RADFORD ARSENAL RTE 114 BLDG 3701 ,RADFORD ,VA ,1077 
15412412 ,APPALACHIAN GUN WORKS LLC ,4568 BLUE RIDGE BLVD ,BLUE RIDGE ,VA ,8 
15411555 ,"ASHLAND GUN INNOVATIONS, INC ",12233 WASHINGTON HWY ,ASHLAND ,VA ,34 
15414514 ,BACKWOODS SECURITY LLC ,5300 OTTERDALE RD ,MOSELEY ,VA ,145 
15418157 ,BBC OUTDOORS INC ,320 OLD FRANKLIN TURNPIKE ,ROCKY MOUNT ,VA ,13 
15414766 ,BE READY ENTERPRISES LLC ,5244 LAD LAND DR ,FREDERICKSBURG ,VA ,16 
15414081 ,BLACK KNIGHT TACTICAL LLC ,5708 ROCKPORT LANDING PLACE ,MIDLOTHIAN ,VA ,2 
15410320 ,COASTAL GUN WORKS LLC ,5003 ADMIRAL WRIGHT RD ,VIRGINIA BEACH ,VA ,2 
15416091 ,DEFCON ONE LLC ,1001 B SPARROW RD ,CHESAPEAKE ,VA ,15 
15416746 ,EDC TACTICAL LLC ,1100 ATHENS AVE STE D ,RICHMOND ,VA ,24 
15419982 ,FARNETT'S MILITARY FIREARMS ,302 OLD POINT AVE ,HAMPTON ,VA ,1 
15414551 ,GADSDEN GUNS INC ,19394 BEAVER DAM RD ,BEAVERDAM ,VA ,2 
15415404 ,GUARDIAN FIREARMS LLC ,6126 S VIRGINIA LN ,KING GEORGE ,VA ,2 
15415355 ,HANSOHN BROTHERS LLC ,12310 ROSE COTTAGE LANE ,CULPEPER ,VA ,2 
15410897 ,HAWK HILL CUSTOM LLC ,506 LAUREL HILL RD ,VERONA ,VA ,7 
15414041 ,HIGHER POWER FIREARMS LLC ,109 WAVERLY DR ,RUTHER GLEN ,VA ,1 
15415639 ,HIGHFLYER ARMS LLC ,17 S 5TH ST SUITE O ,WARRENTON ,VA ,4 
15410871 ,HISTORIC ARMS CORP ,2464 PLANTATION CREEK LANE ,CAPE CHARLES ,VA ,1 
15410657 ,IITYPE-10 LLC ,13930 METROTECH DR ,CHANTILLY ,VA ,1 
15407814 ,IMMORTAL Q LLC ,9398 JAMESONS MILL RD ,CULPEPER ,VA ,1 
15407848 ,"J & L GUNSMITHING, LLC ",645 MARGARET DR ,CHESAPEAKE ,VA ,11 
15402925 ,"KRISS USA, INC ",912 CORPORATE LANE ,CHESAPEAKE ,VA ,4583 
15412077 ,"LIBERTY MANUFACTURING GROUP, LLC ",7515 RANCO RD ,HENRICO ,VA ,86 
15405553 ,"OWENS, RANDELL SAM ",339 ELLEN DR ,GATE CITY ,VA ,3 
15413630 ,PERFORMANCE FIREARMS LLC ,13345 HERSHEY DR ,NOKESVILLE ,VA ,37 
15413098 ,"PERIMETER DEFENSE, LLC ",823 SOUTH KING ST STE D ,LEESBURG ,VA ,4 
15410246 ,REYCO ENTERPRISES LLC ,8552 BAUER CIRCLE ,SPRINGFIELD ,VA ,2 
15423720 ,RIVENOAK ARMOURY LLC ,8396 RIXEYVILLE RD ,RIXEYVILLE ,VA ,2 
15411903 ,SAFESIDE TACTICAL LLC ,1201 SHENANDOAH AVE ,ROANOKE ,VA ,527 
15416619 ,"SHEPHERD, JOHN J ",7910 N SADDLE RIDGE CT ,CATLETT ,VA ,1 
15418984 ,SOUTHERN ARMS LLC ,116 KINROSS DR ,WINCHESTER ,VA ,3 
15414812 ,SSG NFA 2 INC ,610 WESTWOOD OFFICE PARK ,FREDERICKSBURG ,VA ,5 


