Table
PISTOLS ,"172,408 ",
REVOLVERS ,"24,587 ",
RIFLES ,"147,044 ",
SHOTGUNS ,"24,668 ",
MISC. FIREARMS ,"8,111 ",


Table
PISTOLS ,,REVOLVERS 
TO.22 ,"447,315 ",TO.22 
TO.25 ,"13,141 ",TO.32 
TO .32 ,"10,175 ",TO 357 MAG 
TO .380 ,"1,130,459 ",TO .38 SPEC 
TO 9MM ,"2,281,450 ",TO .44 MAG 
TO .50 ,"837,535 ",TO.50 
TOTAL ,"4,720,075 ",TOTAL 
RIFLES ,"4,239,335 ",
SHOTGUNS ,"848,617 ",


