RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG
98603616 ,BOHICA ARMS INC ,10009 WEST JOMAX RD ,PEORIA ,AZ ,18
98602058 ,BUSHMASTER FIREARMS INTERNATIONAL LLC ,1070 METRIC DR ,LAKE HAVASU CITY ,AZ ,199
98604112 ,CATS ARMS LLC ,5118 E PIMA ST ,TUCSON ,AZ ,27
98600122 ,CAVALRY ARMS CORP ,723 WEST COMMERCE SUITE A ,GILBERT ,AZ ,1
98603597 ,CHOSIN FIREARMS LLC ,2133 N HWY 90 ,HUACHUCA CITY ,AZ ,6
98601406 ,COHARIE ARMS INC ,2942 N. GREENFIELD RD #133 ,MESA ,AZ ,112
98604143 ,,1864 W NAVARRO AVE ,MESA ,AZ ,12
98601942 ,DANE ARMORY LLC ,305 E COMSTOCK DR STE 5 ,CHANDLER ,AZ ,6
98604171 ,DEFENSE U LLC ,2161 WEST CALLE GUATAMOTE ,GREEN VALLEY ,AZ ,1
98603408 ,DIAMONDBACK POLICE SUPPLY CO INC ,170 S KOLB RD ,TUCSON ,AZ ,8
98602190 ,EAST BLOC IMPORTS ,4245 N MORNING DOVE CIRCLE ,MESA ,AZ ,8
98601895 ,ELECTRON LOGAN MACHINE CO. LLC ,1673 SOUTH HUMMINGBIRD LANE ,THATCHER ,AZ ,2
98601748 ,,465 E CHILTON DR #4 ,CHANDLER ,AZ ,46
98604304 ,HOGAN MANUFACTURING LLC ,5625 N 53RD AVE ,GLENDALE ,AZ ,16
98602673 ,,74 LEUPP RD ,FLAGSTAFF ,AZ ,23
98602957 ,,17426 E HUNT HWY ,QUEEN CREEK ,AZ ,23
98603194 ,,5656 S BLUM LN ,HEREFORD ,AZ ,4
98637328 ,,1415 S CHERRY ,TUCSON ,AZ ,27
98602487 ,,1638 W KNUDSEN DR ,PHOENIX ,AZ ,447
98600112 ,,19546 E WAGONTRAIN DR ,MAYER ,AZ ,1
98603536 ,PALESE PROTO TECH INC ,7775 N CASA GRANDE HWY #155 ,TUCSON ,AZ ,31
98600788 ,PATRIOT ORDNANCE FACTORY INC ,5619 N 53RD AVE ,GLENDALE ,AZ ,947
98601124 ,,926 W PRINCE RD ,TUCSON ,AZ ,6
98604129 ,PREDATOR TACTICAL LLC ,2103 E CEDAR ST STE 3 ,TEMPE ,AZ ,1
98603707 ,QUENTIN LASER LLC ,761 N MONTEREY ST STE 104 ,GILBERT ,AZ ,16
98602822 ,RIM COUNTRY RIFLES LLC ,13515 E KINGS DEER RD ,PARKS ,AZ ,1
98602277 ,RISING SUN TACTICAL LLC ,6901 W UTOPIA RD ,GLENDALE ,AZ ,7
98636542 ,,21438 N 7TH AVE SUITE B ,PHOENIX ,AZ ,4
98600695 ,SCHUERMAN ARMS LTD ,40671 N 3RD AVE ,DESERT HILLS ,AZ ,1
98638308 ,,812 W CAMINO DESIERTO ,TUCSON ,AZ ,1
98602747 ,SHANE'S ENTERPRISES INC ,2250 NORTH 16TH ST #111 ,PHOENIX ,AZ ,3
98602748 ,,816 W GILA BEND HWY STE A3 ,CASA GRANDE ,AZ ,2


