RDS KEY,LICENSE NAME,STREET,CITY,ST,RIFLE MFG
60600252,"MARLIN FIREARMS COMPANY, THE",100 KENNA DR,NORTH HAVEN,CT,233759
60201484,"STURM, RUGER & CO INC",411 SUNAPEE ST,NEWPORT,NH,233321
61635527,"REMINGTON ARMS CO, INC",14 HOEFLER AVE,ILION,NY,177771
60636056,US REPEATING ARMS COMPANY,344 WINCHESTER AVE,NEW HAVEN,CT,125736
46137026,"REMINGTON ARMS COMPANY, INC",22 RIFE TRAIL,HICKORY,KY,113102
60433152,"SAVAGE ARMS, INC",100 SPRINGDALE RD,WESTFIELD,MA,92122
60400253,"H & R 1871, LLC",60 INDUSTRIAL ROWE,GARDNER,MA,88158
61134915,ARGUS PUBLICATIONS INC,110 8TH ST,BROOKLYN,NY,82597
60233754,THOMPSON CENTER ARMS CO INC,FARMINGTON RD,ROCHESTER,NH,47569
60134465,BUSHMASTER FIREARMS BFI/QUALITY PARTS CO,999 ROOSEVELT TRAIL BLDG 3,WINDHAM,ME,44476
82339132,KEYSTONE SPORTING ARMS INC,8920 STATE RT 405,MILTON,PA,23185
60600520,COLT DEFENSE LLC,547 NEW PARK AVE,WEST HARTFORD,CT,18480
60333217,CENTURY ARMS INC,236 BRYCE BLVD,GEORGIA,VT,18019
33635798,SPRINGFIELD INC,420 W MAIN ST,GENESEO,IL,15353
33637004,ROCK RIVER ARMS INC,1042 CLEVELAND RD,COLONA,IL,14690
33636039,ARMALITE INC,745 S HANFORD ST,GENESEO,IL,13104
15940806,KEL TEC CNC INDUSTRIES INC,1475 COX ROAD,COCOA,FL,12900
43435702,BEEMILLER INC,1015 SPRINGMILL RD,MANSFIELD,OH,7310
61334276,KIMBER MFG INC,1 LAWTON ST,YONKERS,NY,7190
99114520,OLYMPIC ARMS INC,624 OLD PACIFIC HWY SE,OLYMPIA,WA,7005
98200154,"ROGUE RIFLE COMPANY, INC",1140 36TH ST N SUITE B,LEWISTON,ID,5630
34135232,DEFENSE PROCUREMENT MFG SERVICES INC,3312 12TH ST SE,SAINT CLOUD,MN,5543
34136671,"ACROMETAL COMPANIES, INC",210 NE 10TH AVE,BRAINERD,MN,4966
