Table
RDS KEY ,LICENSE NAME ,STREET ,CITY ,ST ,RIFLE MFG 
15931590 ,BLACK WIDOW GUNS AND AMMO UNLIMITED INC ,38436 STATE ROAD 19 ,UMATILLA ,FL ,13 
15916829 ,BLACKHAWK CUSTOM LLC ,5762 NW CONE ST ,PORT SAINT LUCIE ,FL ,12 
15931371 ,BLACKSIDE TACTICAL INC ,960-976 AURORA RD ,MELBOURNE ,FL ,56 
15932430 ,BRAZOS ARMS LLC ,5725 BEACH DR ,PANAMA CITY BEACH ,FL ,1 
15916171 ,BRB TACTICAL SYSTEMS INC ,7957 W GULF TO LAKE HWY #4061 ,CRYSTAL RIVER ,FL ,1 
15949231 ,BRIGADE MANUFACTURING INC ,7312 NW 46 ST ,MIAMI ,FL ,10 
15916061 ,"BRIGGS, WILLIAM HARRY SR ",9415 OLD ST AUGUSTINE RD ,TALLAHASSEE ,FL ,2 
15948882 ,BUIS INC ,1201 HAMLET AVE ,CLEARWATER ,FL ,11 
15932065 ,CARBONTECH ARMS LLC ,123 N ORCHARD ST BLDG 6 UNIT C ,ORMOND BEACH ,FL ,16 
15931334 ,CENTRAL FLORIDA FIREARMS LLC ,4324 FORTUNE PLACE ,WEST MELBOURNE ,FL ,1467 
15907948 ,CHARLES W JENKINS LLC ,977 18TH AVE SW ,VERO BEACH ,FL ,5 
15948673 ,COASTAL AFFAIRS LLC ,1287 N US 1 UNIT 1 ,ORMOND BEACH ,FL ,4 
15932347 ,CODE JOCKEYS LLC ,1502 RAIL HEAD BLVD ,NAPLES ,FL ,21 
15932646 ,CORE SHOOTING LLC ,1307 D GEORGIA AVE ,BAKER ,FL ,11 
15931261 ,CPR TRAINING CENTER TAMPA LLC ,2550 LAND O LAKES BLVD UNIT 194 ,LAND O LAKES ,FL ,2 
15915069 ,CSC ARMS LLC ,4747 SW 45TH STREET ,DAVIE ,FL ,25 
15912603 ,DEFINITIVE ARMS LLC ,11865 34TH ST N ,SAINT PETERSBURG ,FL ,286 
15925543 ,DIV 3 INC ,935 SHADICK DR ,ORANGE CITY ,FL ,85 
15913631 ,DNS SIGNS & LIGHTING INC ,2520 32ND AVE N ,SAINT PETERSBURG ,FL ,15 
15916277 ,DRAGON FIRE ARMORY LLC ,3220 DUNDEE ROAD SUITE 3236 ,WINTER HAVEN ,FL ,23 
15913859 ,EAST COAST CUSTOM TACTICAL LLC ,925 WALKER RD ,WILDWOOD ,FL ,20 
15911384 ,ECR FLORIDA LLC ,863 PIERCE RD ,WAUCHULA ,FL ,2 
15949110 ,ELEVATED SILENCE LLC ,794 N COUNTY HWY 393 STE G ,SANTA ROSA BEACH ,FL ,5 
15930580 ,FAIRBANKS AND FAIRBANKS INC ,405 SOUTH K STREET ,PENSACOLA ,FL ,10 
15910284 ,FIRE-LINE AMMUNITION & FIREARMS INC ,15485 SOUTH TAMIAMI TRAIL ,FORT MYERS ,FL ,2 
15922573 ,FIREBASE TACTICAL LLC ,128 W BROAD ST ,GROVELAND ,FL ,13 
15914831 ,FLORIDA FIREARMS ACADEMY LLC ,13317 W HILLSBOROUGH AVE ,TAMPA ,FL ,44 
15904894 ,FORDS CUSTOM PLATING & SERVICES INC ,6843 N CITRUS AVE BLDG #10 ,CRYSTAL RIVER ,FL ,4 
15930984 ,GFT ARMS LLC ,6690 COLUMBIA PARK DR STE 2 ,JACKSONVILLE ,FL ,21 
15931364 ,GHOST FIREARMS LLC ,828 S NOVA ROAD ,DAYTONA BEACH ,FL ,7 
15908281 ,GLOBAL ARMS INTERNATIONAL LLC ,10815 NW 33RD ST ,DORAL ,FL ,2 
15932796 ,GO2 WEAPONS INC ,6995 TICO RD ,TITUSVILLE ,FL ,33 


