Table
RDS KEY ,LICENSE NAME ,STREEI ,CITY ,ST ,MISC FA MFG
57101324 ,,171 MADISON 1510 ,HUNTSVILLE ,AR ,4
60600773 ,0 F MOSSBERG & SONS INC ,7 GRASSO AVE ,NORTH HAVEN ,CT ,14373
15904057 ,,145 SHERIDAN AVE ,LONGWOOD ,FL ,1
33637243 ,LEWIS MACHINE & TOOL CO ,1305 W 11TH ST ,MILAN ,IL ,50
33601198 ,RT MANUFACTURING CO INC ,1000 RAND ROAD SUITE #212 ,WAUCONDA ,IL ,9
46136807 ,IDEAL PRODUCTS INC ,700 E LOUDON AVE ,LEXINGTON ,KY ,384
60401450 ,,7 RENKER DR ,EASTON ,MA ,1
60433152 ,,100 SPRINGDALE RD ,WESTFIELD ,MA ,305
85201336 ,ARMSCORP USA INC ,4424 JOHN AVE ,BALTIMORE ,MD ,403
60134465 ,BUSHMASTER FIREARMS BFI/QUALITY PARTS CO ,999 ROOSEVELT TRAIL BLDG 3 ,WINDHAM ,ME ,1613
54340380 ,,11150 PROGRESS ST ,MOUNT VERNON ,MO ,148
60234248 ,COMPETITOR CORP INC ,,JAFFREY ,NH ,4
98800642 ,LONG MOUNTAIN OUTFITTERS LLC ,180 CASSIA WAY STE 506 ,HENDERSON ,NV ,1
98800887 ,,20 AFFONSO DR UNIT C & E ,CARSON CITY ,NV ,219
43111952 ,,4325 NEW MARKET-BANTA RD ,LEWISBURG ,0H ,2
43437065 ,KELBLY'S RIFLE RANGE INC ,7222 DALTON FOX LAKE RD ,NORTH LAWRENCE ,0H ,406
57301381 ,T M ENTERPRISES INC ,1112 WEST MAIN ST ,HENRYETTA ,0K ,4
99300861 ,HALO MANUFACTURING LLC ,3980 SHENSTONE DRIVE STE A ,EUGENE ,0R ,4
34600307 ,,1310 INDUSTRY RD ,STURGIS ,SD ,58
34600304 ,,1310 INDUSTRY RD ,STURGIS ,SD ,402
57601289 ,KENCO ARMS LLC ,10111 CHAMPION FOREST LOOP ,CONROE ,TX ,19
57434208 ,,INDUSTRIAL BLVD MAVERICK CO DEVLPT PARK ,EAGLE PASS ,TX ,4428
57541806 ,STILLERS PRECISION FIREARMS LLC ,2405 COUNTRY MEADOW LN ,WYLIE ,TX ,341


